latest_price_month,products_tracked,average_latest_product_price_growth_percent,latest_cpi_month,latest_food_minus_overall_cpi_growth_points,latest_food_insecurity_year,highest_food_insecurity_group,highest_food_insecurity_percent
2026-04-01,110,4.18,2026-04-01,0.68,2024,Indigenous population aged 15 years and over 9,34.7
