cpi_category,period,year,month,uom,cpi_value,geo,cpi_yoy_change_percent
Food,2019-07-01,2019,7,2002=100,151.6,Canada,3.7645448323066377
Food,2019-08-01,2019,8,2002=100,151.1,Canada,3.5640849897189852
Food,2019-09-01,2019,9,2002=100,150.2,Canada,3.657694962042779
Food,2019-10-01,2019,10,2002=100,149.9,Canada,3.665283540802222
Food,2019-11-01,2019,11,2002=100,151.1,Canada,3.4223134839151292
Food,2019-12-01,2019,12,2002=100,151.9,Canada,2.9830508474576245
Food,2020-01-01,2020,1,2002=100,153.5,Canada,3.227975790181592
Food,2020-02-01,2020,2,2002=100,152.9,Canada,2.4112525117213623
Food,2020-03-01,2020,3,2002=100,152.8,Canada,2.27576974564927
Food,2020-04-01,2020,4,2002=100,154.0,Canada,3.3557046979865834
Food,2020-05-01,2020,5,2002=100,154.3,Canada,3.072812291249183
Food,2020-06-01,2020,6,2002=100,154.8,Canada,2.720637027206396
Food,2020-07-01,2020,7,2002=100,155.0,Canada,2.242744063324542
Food,2020-08-01,2020,8,2002=100,153.8,Canada,1.7868960953011381
Food,2020-09-01,2020,9,2002=100,152.6,Canada,1.5978695073235683
Food,2020-10-01,2020,10,2002=100,153.3,Canada,2.2681787858572333
Food,2020-11-01,2020,11,2002=100,153.9,Canada,1.8530774321641408
Food,2020-12-01,2020,12,2002=100,153.6,Canada,1.119157340355481
Food,2021-01-01,2021,1,2002=100,155.0,Canada,0.9771986970684043
Food,2021-02-01,2021,2,2002=100,155.6,Canada,1.7658600392413293
Food,2021-03-01,2021,3,2002=100,155.5,Canada,1.7670157068062853
Food,2021-04-01,2021,4,2002=100,155.4,Canada,0.9090909090909038
Food,2021-05-01,2021,5,2002=100,156.6,Canada,1.490602721970169
Food,2021-06-01,2021,6,2002=100,156.8,Canada,1.2919896640826822
Food,2021-07-01,2021,7,2002=100,157.6,Canada,1.6774193548387162
Food,2021-08-01,2021,8,2002=100,158.0,Canada,2.730819245773719
Food,2021-09-01,2021,9,2002=100,158.5,Canada,3.8663171690694664
Food,2021-10-01,2021,10,2002=100,159.2,Canada,3.848662752772336
Food,2021-11-01,2021,11,2002=100,160.7,Canada,4.418453541260559
Food,2021-12-01,2021,12,2002=100,161.6,Canada,5.208333333333326
Food,2022-01-01,2022,1,2002=100,163.9,Canada,5.7419354838709635
Food,2022-02-01,2022,2,2002=100,166.0,Canada,6.683804627249357
Food,2022-03-01,2022,3,2002=100,167.5,Canada,7.717041800643076
Food,2022-04-01,2022,4,2002=100,169.0,Canada,8.751608751608742
Food,2022-05-01,2022,5,2002=100,170.4,Canada,8.812260536398476
Food,2022-06-01,2022,6,2002=100,170.6,Canada,8.801020408163263
Food,2022-07-01,2022,7,2002=100,172.1,Canada,9.200507614213205
Food,2022-08-01,2022,8,2002=100,173.5,Canada,9.810126582278489
Food,2022-09-01,2022,9,2002=100,174.8,Canada,10.283911671924306
Food,2022-10-01,2022,10,2002=100,175.2,Canada,10.050251256281406
Food,2022-11-01,2022,11,2002=100,177.3,Canada,10.329807093963916
Food,2022-12-01,2022,12,2002=100,177.9,Canada,10.086633663366351
Food,2023-01-01,2023,1,2002=100,181.0,Canada,10.433190970103713
Food,2023-02-01,2023,2,2002=100,182.1,Canada,9.698795180722897
Food,2023-03-01,2023,3,2002=100,182.4,Canada,8.895522388059707
Food,2023-04-01,2023,4,2002=100,183.1,Canada,8.343195266272186
Food,2023-05-01,2023,5,2002=100,184.6,Canada,8.333333333333325
Food,2023-06-01,2023,6,2002=100,184.8,Canada,8.32356389214537
Food,2023-07-01,2023,7,2002=100,185.5,Canada,7.786170830912265
Food,2023-08-01,2023,8,2002=100,185.3,Canada,6.80115273775217
Food,2023-09-01,2023,9,2002=100,185.2,Canada,5.949656750572063
Food,2023-10-01,2023,10,2002=100,185.0,Canada,5.593607305936077
Food,2023-11-01,2023,11,2002=100,186.2,Canada,5.019740552735463
Food,2023-12-01,2023,12,2002=100,186.8,Canada,5.0028105677346835
Food,2024-01-01,2024,1,2002=100,188.1,Canada,3.9226519337016486
Food,2024-02-01,2024,2,2002=100,188.1,Canada,3.294892915980241
Food,2024-03-01,2024,3,2002=100,187.8,Canada,2.960526315789469
Food,2024-04-01,2024,4,2002=100,187.4,Canada,2.348443473511752
Food,2024-05-01,2024,5,2002=100,189.0,Canada,2.383531960996743
Food,2024-06-01,2024,6,2002=100,190.0,Canada,2.813852813852802
Food,2024-07-01,2024,7,2002=100,190.5,Canada,2.695417789757415
Food,2024-08-01,2024,8,2002=100,190.3,Canada,2.698327037236914
Food,2024-09-01,2024,9,2002=100,190.3,Canada,2.7537796976242035
Food,2024-10-01,2024,10,2002=100,190.5,Canada,2.972972972972965
Food,2024-11-01,2024,11,2002=100,191.5,Canada,2.84640171858217
Food,2024-12-01,2024,12,2002=100,188.0,Canada,0.6423982869379063
Food,2025-01-01,2025,1,2002=100,187.0,Canada,-0.5847953216374213
Food,2025-02-01,2025,2,2002=100,190.5,Canada,1.2759170653907637
Food,2025-03-01,2025,3,2002=100,193.8,Canada,3.194888178913735
Food,2025-04-01,2025,4,2002=100,194.5,Canada,3.7886872998932786
Food,2025-05-01,2025,5,2002=100,195.4,Canada,3.3862433862433816
Food,2025-06-01,2025,6,2002=100,195.6,Canada,2.947368421052632
Food,2025-07-01,2025,7,2002=100,196.8,Canada,3.307086614173227
Food,2025-08-01,2025,8,2002=100,196.8,Canada,3.4156594850236477
Food,2025-09-01,2025,9,2002=100,197.5,Canada,3.7834997372569568
Food,2025-10-01,2025,10,2002=100,196.9,Canada,3.3595800524934383
Food,2025-11-01,2025,11,2002=100,199.5,Canada,4.177545691906004
Food,2025-12-01,2025,12,2002=100,199.7,Canada,6.223404255319154
Food,2026-01-01,2026,1,2002=100,200.7,Canada,7.326203208556148
Food,2026-02-01,2026,2,2002=100,200.8,Canada,5.406824146981637
Food,2026-03-01,2026,3,2002=100,201.5,Canada,3.973168214654277
Food,2026-04-01,2026,4,2002=100,201.3,Canada,3.4961439588689025
