industry,period,year,month,uom,measure_value,geo,measure,measure_yoy_change_percent
Supermarkets and other grocery retailers (except convenience retailers) [44511],2017-11-01,2017,11,Dollars,6892.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Supermarkets and other grocery retailers (except convenience retailers) [44511],2017-12-01,2017,12,Dollars,7020.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-01-01,2018,1,Dollars,6921.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.3962102863655845
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-02-01,2018,2,Dollars,6937.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.6307430516165677
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-03-01,2018,3,Dollars,6988.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.5125284738040969
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-04-01,2018,4,Dollars,7058.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),1.1899641577060915
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-05-01,2018,5,Dollars,7137.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.9762308998302105
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-06-01,2018,6,Dollars,7168.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),1.6305118389337903
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-07-01,2018,7,Dollars,7192.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),1.8552612944342073
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-08-01,2018,8,Dollars,7233.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),3.9672272531263486
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-09-01,2018,9,Dollars,7437.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),7.6577880718008196
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-10-01,2018,10,Dollars,7234.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),3.6241226185360187
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-11-01,2018,11,Dollars,7044.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.2054556006964487
Supermarkets and other grocery retailers (except convenience retailers) [44511],2018-12-01,2018,12,Dollars,7057.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.5270655270655178
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-01-01,2019,1,Dollars,7129.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),3.005346048258928
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-02-01,2019,2,Dollars,7232.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),4.2525587429724565
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-03-01,2019,3,Dollars,7157.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.4184315970234627
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-04-01,2019,4,Dollars,7253.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.7628223292717413
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-05-01,2019,5,Dollars,7083.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.7566204287515754
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-06-01,2019,6,Dollars,7105.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.87890625
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-07-01,2019,7,Dollars,7202.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.13904338153503115
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-08-01,2019,8,Dollars,7104.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.7834923268353342
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-09-01,2019,9,Dollars,7163.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-3.684281296221592
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-10-01,2019,10,Dollars,7156.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.0782416367155045
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-11-01,2019,11,Dollars,7103.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.8375922771152844
Supermarkets and other grocery retailers (except convenience retailers) [44511],2019-12-01,2019,12,Dollars,7272.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),3.0466203769307088
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-01-01,2020,1,Dollars,7147.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.25248983027073013
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-02-01,2020,2,Dollars,7157.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.0370575221238965
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-03-01,2020,3,Dollars,9162.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),28.014531228168238
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-04-01,2020,4,Dollars,8173.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),12.684406452502417
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-05-01,2020,5,Dollars,7770.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),9.699279966116059
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-06-01,2020,6,Dollars,7871.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),10.781140042223791
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-07-01,2020,7,Dollars,7734.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),7.386836989725087
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-08-01,2020,8,Dollars,7760.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),9.23423423423424
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-09-01,2020,9,Dollars,7836.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),9.395504676811385
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-10-01,2020,10,Dollars,7848.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),9.67020681945221
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-11-01,2020,11,Dollars,8084.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),13.811065746867524
Supermarkets and other grocery retailers (except convenience retailers) [44511],2020-12-01,2020,12,Dollars,7974.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),9.653465346534663
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-01-01,2021,1,Dollars,8147.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),13.991884706870007
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-02-01,2021,2,Dollars,8059.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),12.603045968981409
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-03-01,2021,3,Dollars,7877.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-14.025321982099982
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-04-01,2021,4,Dollars,7957.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.6428484032790855
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-05-01,2021,5,Dollars,7958.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.4195624195624266
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-06-01,2021,6,Dollars,7683.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.3885148011688506
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-07-01,2021,7,Dollars,7413.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.150504266873545
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-08-01,2021,8,Dollars,7585.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.255154639175261
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-09-01,2021,9,Dollars,7575.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-3.330781010719752
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-10-01,2021,10,Dollars,7448.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.096839959225285
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-11-01,2021,11,Dollars,7583.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-6.197427016328549
Supermarkets and other grocery retailers (except convenience retailers) [44511],2021-12-01,2021,12,Dollars,7418.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-6.972661148733383
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-01-01,2022,1,Dollars,7467.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-8.346630661593224
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-02-01,2022,2,Dollars,7296.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-9.467675890308968
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-03-01,2022,3,Dollars,7345.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-6.753840294528368
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-04-01,2022,4,Dollars,7258.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-8.784717858489376
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-05-01,2022,5,Dollars,7295.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-8.331239004775071
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-06-01,2022,6,Dollars,7214.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-6.104386307431997
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-07-01,2022,7,Dollars,7108.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.114393632807234
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-08-01,2022,8,Dollars,7266.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.205669083717867
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-09-01,2022,9,Dollars,7074.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-6.613861386138609
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-10-01,2022,10,Dollars,7143.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.095059076262086
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-11-01,2022,11,Dollars,7108.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-6.264011604905706
Supermarkets and other grocery retailers (except convenience retailers) [44511],2022-12-01,2022,12,Dollars,7025.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.297923968724727
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-01-01,2023,1,Dollars,7069.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.33011919110754
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-02-01,2023,2,Dollars,7084.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.90570175438597
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-03-01,2023,3,Dollars,7153.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.614023144996591
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-04-01,2023,4,Dollars,7153.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.4466795260402288
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-05-01,2023,5,Dollars,7311.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.2193283070596408
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-06-01,2023,6,Dollars,7208.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.0831716107568603
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-07-01,2023,7,Dollars,7274.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.3353967360720373
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-08-01,2023,8,Dollars,7188.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.073492981007429
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-09-01,2023,9,Dollars,7074.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.0
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-10-01,2023,10,Dollars,7131.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.16799664006720283
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-11-01,2023,11,Dollars,7027.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.1395610579628568
Supermarkets and other grocery retailers (except convenience retailers) [44511],2023-12-01,2023,12,Dollars,7044.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.2704626334519622
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-01-01,2024,1,Dollars,7048.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.29707172160136075
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-02-01,2024,2,Dollars,6942.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.0045172219085305
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-03-01,2024,3,Dollars,6846.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.291905494198234
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-04-01,2024,4,Dollars,6934.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-3.061652453516006
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-05-01,2024,5,Dollars,6804.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-6.934755847353302
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-06-01,2024,6,Dollars,6893.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.370144284128741
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-07-01,2024,7,Dollars,6912.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.9766290899092684
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-08-01,2024,8,Dollars,6852.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.6744574290484175
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-09-01,2024,9,Dollars,7044.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.42408821034775057
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-10-01,2024,10,Dollars,7014.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.6407236011779514
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-11-01,2024,11,Dollars,6882.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.0634694748825955
Supermarkets and other grocery retailers (except convenience retailers) [44511],2024-12-01,2024,12,Dollars,7086.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.596252129471897
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-01-01,2025,1,Dollars,6999.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.6952326901248584
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-02-01,2025,2,Dollars,7156.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),3.0826851051570126
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-03-01,2025,3,Dollars,7173.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),4.77651183172656
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-04-01,2025,4,Dollars,7125.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.7545428324199595
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-05-01,2025,5,Dollars,7039.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),3.4538506760728893
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-06-01,2025,6,Dollars,7151.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),3.742927607717972
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-07-01,2025,7,Dollars,6982.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),1.012731481481488
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-08-01,2025,8,Dollars,7051.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.9042615294804452
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-09-01,2025,9,Dollars,7012.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.4542873367404887
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-10-01,2025,10,Dollars,6955.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.8411747932706048
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-11-01,2025,11,Dollars,7015.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),1.9325777390293508
Supermarkets and other grocery retailers (except convenience retailers) [44511],2025-12-01,2025,12,Dollars,6977.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.5382444256279992
Supermarkets and other grocery retailers (except convenience retailers) [44511],2026-01-01,2026,1,Dollars,6969.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.4286326618088254
Supermarkets and other grocery retailers (except convenience retailers) [44511],2026-02-01,2026,2,Dollars,7083.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.0201229737283435
Supermarkets and other grocery retailers (except convenience retailers) [44511],2026-03-01,2026,3,Dollars,7126.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.6552349086853426
